0,2.284625291824341 
0,2.2437095642089844 
0,2.2465405464172363 
0,2.24202036857605 
0,2.2402517795562744 
0,2.239182710647583 
0,2.2374980449676514 
0,2.2357430458068848 
0,2.2354092597961426 
0,2.239581346511841 
0,2.2383387088775635 
0,2.2412123680114746 
0,2.237394094467163 
0,2.239393949508667 
0,2.2317333221435547 
0,2.234820604324341 
0,2.2407336235046387 
0,2.2331809997558594 
0,2.2352068424224854 
0,2.2383501529693604 
1,2.2322001457214355 
1,2.239865303039551 
1,2.2358081340789795 
1,2.233381986618042 
1,2.235508441925049 
1,2.2355024814605713 
1,2.2294538021087646 
1,2.229766845703125 
1,2.2375144958496094 
1,2.2361505031585693 
1,2.233703374862671 
1,2.2326927185058594 
1,2.2301857471466064 
1,2.225220203399658 
1,2.231299638748169 
1,2.230874538421631 
1,2.2290027141571045 
1,2.232811450958252 
1,2.2274982929229736 
1,2.2291438579559326 
2,2.229661226272583 
2,2.2295563220977783 
2,2.231947422027588 
2,2.229307174682617 
2,2.2284350395202637 
2,2.238929033279419 
2,2.2261412143707275 
2,2.2327516078948975 
2,2.237316370010376 
2,2.234539031982422 
2,2.236252784729004 
2,2.2346625328063965 
2,2.231638193130493 
2,2.2347466945648193 
2,2.227980613708496 
2,2.2293524742126465 
2,2.228433847427368 
2,2.235865831375122 
2,2.233264684677124 
2,2.227600574493408 
2,2.2275779247283936 
3,2.2292256355285645 
3,2.230205535888672 
3,2.232158660888672 
3,2.2292675971984863 
3,2.2279233932495117 
3,2.2252070903778076 
3,2.232747793197632 
3,2.230548143386841 
3,2.2316620349884033 
3,2.226459264755249 
3,2.229130744934082 
3,2.2306385040283203 
3,2.2323625087738037 
3,2.228966236114502 
3,2.228727102279663 
3,2.2293663024902344 
3,2.229790687561035 
3,2.225623846054077 
3,2.227787494659424 
3,2.2322654724121094 
4,2.228235960006714 
4,2.2308483123779297 
4,2.2259716987609863 
4,2.230851888656616 
4,2.228269100189209 
4,2.2281341552734375 
4,2.2333338260650635 
4,2.229743242263794 
4,2.2290518283843994 
4,2.231747627258301 
4,2.2277278900146484 
4,2.231189012527466 
4,2.2269394397735596 
4,2.2304623126983643 
4,2.2298805713653564 
4,2.230281352996826 
4,2.230989456176758 
4,2.2342803478240967 
4,2.2363100051879883 
4,2.226125955581665 
5,2.226327419281006 
5,2.2303647994995117 
5,2.2325074672698975 
5,2.2380709648132324 
5,2.2292540073394775 
5,2.231398582458496 
5,2.226396322250366 
5,2.2264721393585205 
5,2.2273547649383545 
5,2.2267677783966064 
5,2.229980230331421 
5,2.2288272380828857 
5,2.2340426445007324 
5,2.225289821624756 
5,2.2271947860717773 
5,2.227325201034546 
5,2.232114791870117 
5,2.2287650108337402 
5,2.233085870742798 
5,2.232038736343384 
5,2.2303247451782227 
6,2.2326338291168213 
6,2.240868091583252 
6,2.231050491333008 
6,2.2260005474090576 
6,2.2275850772857666 
6,2.229517698287964 
6,2.224243640899658 
6,2.228107213973999 
6,2.2273828983306885 
6,2.225904703140259 
6,2.2285187244415283 
6,2.2329306602478027 
6,2.2334344387054443 
6,2.23089861869812 
6,2.2283196449279785 
6,2.2308826446533203 
6,2.2322659492492676 
6,2.2285916805267334 
6,2.2251555919647217 
6,2.2280819416046143 
7,2.2234768867492676 
7,2.228241443634033 
7,2.2270772457122803 
7,2.2249155044555664 
7,2.2271761894226074 
7,2.2271835803985596 
7,2.2342658042907715 
7,2.2290406227111816 
7,2.2274436950683594 
